Year,University,School,Degree,Hons,Overall_Employment_Rate,Full-Time_Employment_Rate,Gross_Monthly_Mean,Gross_Monthly_Median,Gross_Monthly_25th_Percentile,Gross_Monthly_75th_Percentile
2013,Nanyang Technological University,Business,Accountancy and Business,No,97.4,96.1,3727,3350,2900,4000
2013,Nanyang Technological University,Business,Accountancy,No,97.1,95.7,2938,2700,2700,2900
2013,Nanyang Technological University,Business,Business,No,90.9,85.7,3214,3000,2700,3500
2013,Nanyang Technological University,Business,Business and Computing,No,87.5,87.5,3615,3400,3000,4100
2013,Nanyang Technological University,Engineering,Aerospace Engineering,No,95.3,95.3,3536,3500,3100,3816
2013,Nanyang Technological University,Engineering,Bioengineering,No,81.3,68.8,3166,3125,2893,3365
2013,Nanyang Technological University,Engineering,Chemical and Biomolecular Engineering,No,87.3,85.1,3377,3200,3000,3800
2013,Nanyang Technological University,Engineering,Computer Engineering,No,90.3,88.2,3374,3175,3000,3600
2013,Nanyang Technological University,Engineering,Civil Engineering,No,94.8,93.8,3182,3100,3000,3380
2013,Nanyang Technological University,Engineering,Computer Science,No,92.1,88.5,3306,3125,3000,3600
2013,Nanyang Technological University,Engineering,Electrical and Electronic Engineering,No,91,88.7,3187,3100,3000,3440
2013,Nanyang Technological University,Engineering,Environmental Engineering,No,84,81.5,3140,3000,3000,3300
2013,Nanyang Technological University,Engineering,Information Engineering and Media,No,85.7,79.6,3203,3200,2950,3400
2013,Nanyang Technological University,Engineering,Materials Engineering,No,82.5,78.9,3096,3000,2800,3300
2013,Nanyang Technological University,Engineering,Mechanical Engineering,No,91.6,89.5,3226,3100,3000,3500
2013,Nanyang Technological University,Engineering,Maritime Studies,No,95.6,93.3,3111,3000,2850,3200
2013,Nanyang Technological University,Arts & Social Sciences,"Art, Design & Media",No,81.6,61.4,2638,2500,2300,2900
2013,Nanyang Technological University,Arts & Social Sciences,Chinese,No,85.1,80.5,2924,3000,2600,3300
2013,Nanyang Technological University,Arts & Social Sciences,Communication Studies,No,89.4,79.6,2956,3000,2700,3250
2013,Nanyang Technological University,Arts & Social Sciences,Economics,No,89.9,83.5,3148,3000,2800,3545
2013,Nanyang Technological University,Arts & Social Sciences,English,No,82.7,67.3,3179,3100,2800,3400
2013,Nanyang Technological University,Arts & Social Sciences,Linguistics and Multilingual Studies,No,90.6,81.3,2725,2625,2475,3018
2013,Nanyang Technological University,Arts & Social Sciences,Psychology,No,82.4,71.8,3061,3000,2750,3255
2013,Nanyang Technological University,Arts & Social Sciences,Sociology,No,74.4,55.8,3082,3100,2800,3310
2013,Nanyang Technological University,Sciences,Traditional Chinese Medicine,No,90.7,88.4,2883,2807,2700,3000
2013,Nanyang Technological University,Sciences,Biological Sciences,No,78.6,68.1,3002,3000,2700,3250
2013,Nanyang Technological University,Sciences,Chemistry & Biological Chemistry,No,79.8,68.9,3083,3100,2800,3400
2013,Nanyang Technological University,Sciences,Mathematical Science,No,86,83.7,3262,3000,2750,3500
2013,Nanyang Technological University,Sciences,Physics,No,80.8,69.2,3208,3300,2900,3400
2013,Nanyang Technological University,Sciences,Sports Science and Management,No,68.2,59.1,2985,3000,2700,3400
2013,Nanyang Technological University,National Institute of Education (NIE),Science (with Education),No,100,100,3478,3498,3300,3800
2013,Nanyang Technological University,National Institute of Education (NIE),Arts (with Education),No,100,100,3506,3498,3400,3575
2013,National University of Singapore,Arts & Social Sciences,Arts,No,84.8,70.1,2888,2800,2500,3080
2013,National University of Singapore,Arts & Social Sciences,Arts,Yes,86.6,74.6,3154,3200,2800,3500
2013,National University of Singapore,Arts & Social Sciences,Social Sciences,No,88.1,76.8,3210,3200,2800,3500
2013,National University of Singapore,Business,Business Administration,No,88.7,81.7,3062,3000,2700,3370
2013,National University of Singapore,Business,Business Administration,Yes,94.6,90.3,3512,3200,2800,3800
2013,National University of Singapore,Business,Accountancy,No,93.3,88.9,2922,2700,2700,3018
2013,National University of Singapore,Business,Accountancy,Yes,97.2,94.4,3143,2800,2700,3200
2013,National University of Singapore,Computing and Information Systems,Communications and Media,No,88.9,77.8,3377,3050,2825,3425
2013,National University of Singapore,Computing and Information Systems,Computer Science,No,92.4,83.3,3953,3425,3000,4000
2013,National University of Singapore,Computing and Information Systems,Electronic Commerce,No,88.9,83.3,3320,3080,2800,3553
2013,National University of Singapore,Computing and Information Systems,Information Systems,No,89.2,83.9,3322,3005,3000,3800
2013,National University of Singapore,Dentistry,Dental Surgery,No,100,100,4106,4000,4000,4400
2013,National University of Singapore,Design & Environment,Industrial Design,No,82.1,53.6,3023,2650,2400,3000
2013,National University of Singapore,Design & Environment,Project and Facilities Management,No,96.8,96.8,3025,3000,2800,3200
2013,National University of Singapore,Design & Environment,Real Estate,No,89.2,89.2,2988,2900,2600,3179
2013,National University of Singapore,Engineering,Bioengineering,No,74,60,3068,3000,2720,3250
2013,National University of Singapore,Engineering,Chemical Engineering,No,93.2,90,3359,3175,3000,3644
2013,National University of Singapore,Engineering,Civil Engineering,No,96.1,94.1,3154,3050,3000,3300
2013,National University of Singapore,Engineering,Computer Engineering,No,88.9,85.6,3653,3200,3000,3970
2013,National University of Singapore,Engineering,Electrical Engineering,No,88.5,88,3334,3200,3000,3600
2013,National University of Singapore,Engineering,Engineering Science,No,86.2,75.9,2960,3000,2800,3150
2013,National University of Singapore,Engineering,Environmental Engineering,No,93.8,87.5,3208,3110,3000,3500
2013,National University of Singapore,Engineering,Industrial and Systems Engineering,No,93.9,92.4,3397,3200,3000,3800
2013,National University of Singapore,Engineering,Materials Science and Engineering,No,90.9,87.9,3169,3000,3000,3260
2013,National University of Singapore,Engineering,Mechanical Engineering,No,89.1,87.2,3319,3225,3000,3500
2013,National University of Singapore,Law,Law,Yes,98.8,98.2,5099,5000,4500,5800
2013,National University of Singapore,Medicine,Medicine and Bachelor of Surgery,No,100,100,4741,4500,4500,5200
2013,National University of Singapore,Medicine,Nursing,No,97.5,97.5,2886,2950,2700,3050
2013,National University of Singapore,Medicine,Nursing,Yes,100,100,3042,3025,3000,3200
2013,National University of Singapore,Science,Applied Science,Yes,97.3,97.3,2925,2900,2600,3255
2013,National University of Singapore,Science,Science,No,80.9,65.1,2804,2800,2600,3000
2013,National University of Singapore,Science,Science,Yes,83.6,74,3217,3100,2868,3500
2013,National University of Singapore,Science,Pharmacy,Yes,96.4,96.4,3540,3500,3350,3750
2013,Singapore Management University,Accountancy,Accountancy,No,94.2,93.2,3342,2825,2700,3430
2013,Singapore Management University,Accountancy,Accountancy,Yes,95.2,95.2,3634,3000,2700,3750
2013,Singapore Management University,Business,Business Management,No,93.2,87.3,3520,3200,2800,3750
2013,Singapore Management University,Business,Business Management,Yes,95.9,93.8,3975,3580,3000,4100
2013,Singapore Management University,Economics,Economics ,No,90.6,88.6,3513,3339,3000,3800
2013,Singapore Management University,Economics,Economics,No,94,94,3820,3600,3250,4000
2013,Singapore Management University,Computing and Information Systems,Information Systems,No,93.6,89.5,3468,3300,3000,3800
2013,Singapore Management University,Computing and Information Systems,Information Systems,No,100,90.9,3862,3800,3500,4000
2013,Singapore Management University,Arts & Social Sciences,Social Sciences,No,86.5,79.8,3150,3000,2600,3320
2013,Singapore Management University,Arts & Social Sciences,Social Sciences,No,87.5,83.3,3267,3200,2800,3781
2013,Singapore Management University,Law,Law,No,100,100,5246,5000,4500,6000
2013,Singapore Management University,Law,Law,No,100,100,5617,5547,4750,6400
2014,Nanyang Technological University,Business,Accountancy and Business,No,98.2,95.6,3597,3300,2900,4000
2014,Nanyang Technological University,Business,Accountancy,No,96.6,96.1,3003,2840,2700,3000
2014,Nanyang Technological University,Business,Business,No,89.6,80.2,3318,3100,2800,3600
2014,Nanyang Technological University,Business,Business and Computing,No,92.9,89.3,3431,3450,3232,4000
2014,Nanyang Technological University,Engineering,Aerospace Engineering,No,84.6,82.7,3911,3770,3300,4070
2014,Nanyang Technological University,Engineering,Bioengineering,No,79.8,69.7,3188,3000,2825,3400
2014,Nanyang Technological University,Engineering,Chemical and Biomolecular Engineering,No,83.8,76.1,3415,3400,3200,3575
2014,Nanyang Technological University,Engineering,Computer Engineering,No,91.4,88.8,3512,3400,3200,3800
2014,Nanyang Technological University,Engineering,Civil Engineering,No,93.8,92.9,3152,3100,3000,3300
2014,Nanyang Technological University,Engineering,Computer Science,No,94.5,93.7,3304,3200,3000,3700
2014,Nanyang Technological University,Engineering,Electrical and Electronic Engineering,No,90.7,88.4,3336,3200,3000,3500
2014,Nanyang Technological University,Engineering,Environmental Engineering,No,88.9,82.2,3111,3000,3000,3500
2014,Nanyang Technological University,Engineering,Information Engineering and Media,No,85.7,73.2,3318,3200,3000,3600
2014,Nanyang Technological University,Engineering,Materials Engineering,No,82.5,77.7,3261,3150,3000,3410
2014,Nanyang Technological University,Engineering,Mechanical Engineering,No,90.2,87.8,3289,3100,3000,3500
2014,Nanyang Technological University,Engineering,Maritime Studies,No,92.5,92.5,3206,3050,3000,3500
2014,Nanyang Technological University,Arts & Social Sciences,"Art, Design & Media",No,80,68,2791,2700,2300,3000
2014,Nanyang Technological University,Arts & Social Sciences,Chinese,No,86.8,75.8,3006,3000,2700,3300
2014,Nanyang Technological University,Arts & Social Sciences,Communication Studies,No,86.7,77.9,2976,3000,2600,3294
2014,Nanyang Technological University,Arts & Social Sciences,Economics,No,88.7,78.4,3222,3200,3000,3500
2014,Nanyang Technological University,Arts & Social Sciences,English,No,87,63,3432,3100,2800,3990
2014,Nanyang Technological University,Arts & Social Sciences,Linguistics and Multilingual Studies,No,85.7,66.7,3148,3230,2800,3500
2014,Nanyang Technological University,Arts & Social Sciences,Psychology,No,66.7,54.9,3228,3100,2800,3500
2014,Nanyang Technological University,Arts & Social Sciences,Sociology,No,73.2,67.9,3143,3100,2800,3260
2014,Nanyang Technological University,Sciences,Traditional Chinese Medicine,No,100,100,3018,2900,2786,3400
2014,Nanyang Technological University,Sciences,Biological Sciences,No,75.1,60.8,3174,3000,2800,3400
2014,Nanyang Technological University,Sciences,Chemistry & Biological Chemistry,No,80.5,68.3,3321,3100,2800,3400
2014,Nanyang Technological University,Sciences,Mathematics & Economics,No,88.4,87,3142,3200,2800,3500
2014,Nanyang Technological University,Sciences,Mathematical Science,No,91.3,79.7,3078,3200,2800,3300
2014,Nanyang Technological University,Sciences,Physics,No,73.7,63.2,3241,3100,2800,3560
2014,Nanyang Technological University,Sciences,Sports Science and Management,No,87.9,69.7,3229,3000,2700,3590
2014,Nanyang Technological University,National Institute of Education (NIE),Science (with Education),No,100,100,3475,3475,3400,3750
2014,Nanyang Technological University,National Institute of Education (NIE),Arts (with Education),No,100,100,3536,3475,3400,3700
2014,National University of Singapore,Arts & Social Sciences,Arts,No,81.9,65.3,2883,2800,2500,3010
2014,National University of Singapore,Arts & Social Sciences,Arts,Yes,83.1,76.6,3277,3300,3000,3600
2014,National University of Singapore,Arts & Social Sciences,Social Sciences,No,88.7,80.1,3304,3250,3000,3600
2014,National University of Singapore,Business,Business Administration,No,87.9,83.6,3367,3000,2800,3300
2014,National University of Singapore,Business,Business Administration,Yes,94.4,90.6,4090,3520,3200,4300
2014,National University of Singapore,Business,Accountancy,No,93.9,89.8,2989,2838,2700,3000
2014,National University of Singapore,Business,Accountancy,Yes,100,96.3,3407,2912,2800,3614
2014,National University of Singapore,Computing and Information Systems,Communications and Media,No,82.1,82.1,3129,3088,2900,3300
2014,National University of Singapore,Computing and Information Systems,Computer Science,No,90.6,85.9,3712,3500,3300,4000
2014,National University of Singapore,Computing and Information Systems,Electronic Commerce,No,85.7,85.7,3386,3200,3000,3500
2014,National University of Singapore,Computing and Information Systems,Information Systems,No,95.5,92,3789,3500,3100,4039
2014,National University of Singapore,Dentistry,Dental Surgery,No,100,100,4054,4000,4000,4020
2014,National University of Singapore,Design & Environment,Architecture,No,98.4,95.2,4400,4275,4000,4750
2014,National University of Singapore,Design & Environment,Industrial Design,No,77.3,59.1,2603,2565,2200,3000
2014,National University of Singapore,Design & Environment,Project and Facilities Management,No,95.3,94.1,3181,3000,2900,3360
2014,National University of Singapore,Design & Environment,Real Estate,No,93.1,89.2,3108,3000,2750,3300
2014,National University of Singapore,Engineering,Biomedical Engineering,No,87.5,77.1,3058,3000,2700,3300
2014,National University of Singapore,Engineering,Chemical Engineering,No,83.9,76.4,3434,3300,3000,3650
2014,National University of Singapore,Engineering,Civil Engineering,No,97.1,97.1,3281,3208,3000,3500
2014,National University of Singapore,Engineering,Computer Engineering,No,95.2,92.4,3762,3500,3200,4080
2014,National University of Singapore,Engineering,Electrical Engineering,No,90.6,88.1,3571,3300,3000,3800
2014,National University of Singapore,Engineering,Engineering Science,No,81.3,62.5,3465,3400,3275,3790
2014,National University of Singapore,Engineering,Environmental Engineering,No,95.2,92.9,3215,3230,3000,3422
2014,National University of Singapore,Engineering,Industrial and Systems Engineering,No,96.5,96.5,3719,3600,3200,4000
2014,National University of Singapore,Engineering,Materials Science and Engineering,No,78.6,73.8,3350,3300,3000,3600
2014,National University of Singapore,Engineering,Mechanical Engineering,No,90,88.5,3323,3200,3000,3500
2014,National University of Singapore,Law,Law,Yes,98.2,97.6,5247,5150,4800,5800
2014,National University of Singapore,Medicine,Bachelor of  Medicine and Bachelor of Surgery,No,100,100,4886,5000,4500,5200
2014,National University of Singapore,Medicine,Nursing,No,100,95.6,3188,3200,3050,3386
2014,National University of Singapore,Medicine,Nursing,Yes,100,100,3353,3500,3270,3600
2014,National University of Singapore,Science,Applied Science,Yes,95.5,81.8,2831,2800,2600,3000
2014,National University of Singapore,Science,Science,No,76.8,61.4,2973,3000,2700,3200
2014,National University of Singapore,Science,Science,Yes,86.6,75.8,3328,3210,2950,3600
2014,National University of Singapore,Science,Pharmacy,Yes,98.9,96.7,3670,3630,3470,4000
2014,Singapore Management University,Accountancy,Accountancy,No,93.6,91.4,3420,2875,2722,3614
2014,Singapore Management University,Accountancy,Accountancy,No,97.4,96.1,3903,3500,2875,4300
2014,Singapore Management University,Business,Business Management ,No,90.9,86.4,3752,3333,3000,4000
2014,Singapore Management University,Business,Business Management,Yes,94.5,94,4116,3600,3200,4500
2014,Singapore Management University,Economics,Economics,No,90.2,83.9,3645,3500,3175,4000
2014,Singapore Management University,Economics,Economics,Yes,90.6,89.1,3824,3800,3300,4350
2014,Singapore Management University,Computing and Information Systems,Information Systems,No,92.9,80.6,3530,3350,3000,4000
2014,Singapore Management University,Computing and Information Systems,Information Systems,Yes,97.4,84.2,4151,4050,3500,4540
2014,Singapore Management University,Arts & Social Sciences,Social Sciences,No,90.9,84.1,3166,3000,2800,3580
2014,Singapore Management University,Arts & Social Sciences,Social Sciences,Yes,87.5,81.3,3545,3590,3000,3955
2014,Singapore Management University,Law,Law,No,97.8,95.6,5332,5025,4600,5950
2014,Singapore Management University,Law,Law,Yes,97.7,97.7,5571,5800,4800,6000
2014,Singapore Institute of Technology,DigiPen Institute of Technology,Game Design,No,100,86.7,2490,2700,2575,2800
2014,Singapore Institute of Technology,DigiPen Institute of Technology,Digital Arts & Animation,No,90.6,84.4,2603,2600,2300,2885
2014,Singapore Institute of Technology,DigiPen Institute of Technology,Computer Science & Game Design,No,100,100,2955,2975,2800,3075
2014,Singapore Institute of Technology,DigiPen Institute of Technology,Computer Science in Real-Time Interactive Simulation,No,100,100,2910,3000,2700,3300
2014,Singapore Institute of Technology,The Glasgow School of Art,Communication Design,Yes,89.1,78.3,2595,2500,2400,2800
2014,Singapore Institute of Technology,The Glasgow School of Art,Interior Design,Yes,93.9,90.9,2583,2500,2373,2800
2014,Singapore Institute of Technology,Newcastle University,Chemical Engineering,Yes,90.1,84.5,3325,3300,3000,3650
2014,Singapore Institute of Technology,Newcastle University,Marine Engineering,Yes,92.6,88.9,3334,3260,3003,3594
2014,Singapore Institute of Technology,Newcastle University,Mechanical Design & Manufacturing Engineering,Yes,97.1,85.7,3273,3100,3000,3338
2014,Singapore Institute of Technology,Newcastle University,Naval Architecture,Yes,100,94.1,3467,3500,3233,3675
2014,Singapore Institute of Technology,Newcastle University,Offshore Engineering,Yes,91.3,91.3,3467,3300,3075,3625
2014,Singapore Institute of Technology,Newcastle University,Food & Human Nutrition,Yes,75,61.4,2854,2800,2500,3170
2014,Singapore Institute of Technology,Technische Universität München,Chemical Engineering,Yes,86.7,86.7,3285,3200,2950,3755
2014,Singapore Institute of Technology,Technische Universität München,Electrical Engineering & Information Technology,Yes,85.7,82.1,3141,3000,2800,3480
2014,Singapore Institute of Technology,The Culinary Institute of America,Culinary Arts Management,No,89.3,89.3,2503,2500,2200,2600
2014,Singapore Institute of Technology,Trinity College Dublin,Occupational Therapy,No,100,100,3151,3100,3000,3338
2014,Singapore Institute of Technology,Trinity College Dublin,Physiotherapy,No,100,100,3229,3200,3000,3500
2014,Singapore Institute of Technology,University of Glasgow,Aeronautical Engineering (Hons),Yes,88,88,3415,3000,2849,4194
2014,Singapore Institute of Technology,University of Glasgow,Aerospace Systems,Yes,85.7,75,3333,3150,2900,3500
2014,Singapore Institute of Technology,University of Glasgow,Mechanical Design Engineering,Yes,92.3,92.3,3424,3250,2950,3556
2014,Singapore Institute of Technology,University of Glasgow,Mechatronics,Yes,93,87.3,3209,3100,2964,3443
2014,Singapore Institute of Technology,University of Manchester,Nursing,Yes,97.2,94.4,3464,3511,3115,3860
2014,Singapore Institute of Technology,"University of Nevada, Las Vegas",Hospitality Management,No,88.8,78,2634,2500,2300,2900
2014,Singapore Institute of Technology,Wheelock College,Early Childhood Education,No,97.1,97.1,2553,2600,2475,2613
2015,Nanyang Technological University,Business,Accountancy and Business,No,98.6,97.3,4438,3770,3000,4850
2015,Nanyang Technological University,Business,Accountancy,No,97.3,96.5,3240,2875,2850,3125
2015,Nanyang Technological University,Business,Business,No,92.2,87.6,3502,3200,2900,3700
2015,Nanyang Technological University,Business,Business and Computing,No,100,100,4395,4583,3800,4876
2015,Nanyang Technological University,Engineering,Aerospace Engineering,No,86,86,3724,3700,3450,4000
2015,Nanyang Technological University,Engineering,Bioengineering,No,92.6,76.5,3197,3113,2900,3450
2015,Nanyang Technological University,Engineering,Chemical And Biomolecular Engineering,No,86.8,80.9,3373,3300,3000,3600
2015,Nanyang Technological University,Engineering,Computer Engineering,No,85.1,83,3577,3500,3200,4000
2015,Nanyang Technological University,Engineering,Civil Engineering,No,95.3,93,3206,3200,3000,3300
2015,Nanyang Technological University,Engineering,Computer Science,No,92.4,91.4,3535,3300,3150,3800
2015,Nanyang Technological University,Engineering,Electrical And Electronic Engineering,No,88.6,86.2,3446,3300,3000,3690
2015,Nanyang Technological University,Engineering,Environmental Engineering,No,89.7,82.1,3673,3300,3000,3835
2015,Nanyang Technological University,Engineering,Information Engineering And Media,No,87.3,80,3375,3275,3000,3500
2015,Nanyang Technological University,Engineering,Materials Engineering,No,82.9,76.8,3397,3200,3000,3600
2015,Nanyang Technological University,Engineering,Mechanical Engineering,No,88,80.7,3388,3250,3000,3600
2015,Nanyang Technological University,Engineering,Maritime Studies,No,95,95,3271,3200,3000,3300
2015,Nanyang Technological University,Arts & Social Sciences,"Art, Design & Media",No,79.3,56.9,3457,2800,2200,3000
2015,Nanyang Technological University,Arts & Social Sciences,Chinese,No,81.8,76.6,3045,3200,2800,3500
2015,Nanyang Technological University,Arts & Social Sciences,Communication Studies,No,85.1,74.4,3008,3000,2600,3330
2015,Nanyang Technological University,Arts & Social Sciences,Economics,No,87.4,75.9,3496,3300,3000,3800
2015,Nanyang Technological University,Arts & Social Sciences,English,No,88,74,3322,3314,2604,3743
2015,Nanyang Technological University,Arts & Social Sciences,Linguistics And Multilingual Studies,No,88.4,55.8,3753,3000,2800,3600
2015,Nanyang Technological University,Arts & Social Sciences,Psychology,No,73.3,52,3264,3200,2800,3562
2015,Nanyang Technological University,Arts & Social Sciences,Sociology,No,85.7,79.4,3402,3125,2700,3600
2015,Nanyang Technological University,Sciences,Traditional Chinese Medicine,No,100,100,2882,2800,2500,3105
2015,Nanyang Technological University,Sciences,Biological Sciences,No,74.6,65.3,3229,3190,2875,3600
2015,Nanyang Technological University,Sciences,Chemistry & Biological Chemistry,No,83.9,72.3,3139,3000,2800,3500
2015,Nanyang Technological University,Sciences,Mathematics & Economics,No,95.3,84.4,3440,3205,2925,3500
2015,Nanyang Technological University,Sciences,Mathematical Science,No,81.8,72.7,3402,3240,2950,3500
2015,Nanyang Technological University,Sciences,Physics,No,82.1,69.6,3186,3200,2900,3400
