Year,Enrollment,First_Degree,Sex,Institute_Type
1993,13727,Males Total,M,University
1993,92,Education,M,University
1993,0,Applied Arts,M,University
1993,1251,Humanities & Social Sciences,M,University
1993,28,Mass Communication,M,University
1993,852,Accountancy,M,University
1993,1234,Business & Administration,M,University
1993,353,Law,M,University
1993,1158,"Natural, Physical & Mathematical Sciences",M,University
1993,522,Medicine,M,University
1993,101,Dentistry,M,University
1993,23,Health Sciences,M,University
1993,911,Information Technology,M,University
1993,478,Architecture & Building,M,University
1993,6724,Engineering Sciences,M,University
1993,0,Services,M,University
1993,12078,Females Total,F,University
1993,458,Education,F,University
1993,0,Applied Arts,F,University
1993,3283,Humanities & Social Sciences,F,University
1993,69,Mass Communication,F,University
1993,1246,Accountancy,F,University
1993,2515,Business & Administration,F,University
1993,410,Law,F,University
1993,1598,"Natural, Physical & Mathematical Sciences",F,University
1993,249,Medicine,F,University
1993,40,Dentistry,F,University
1993,79,Health Sciences,F,University
1993,578,Information Technology,F,University
1993,572,Architecture & Building,F,University
1993,981,Engineering Sciences,F,University
1993,0,Services,F,University
1993,23264,Males Total,M,Polytechnic
1993,0,Education,M,Polytechnic
1993,238,Applied Arts,M,Polytechnic
1993,0,Humanities & Social Sciences,M,Polytechnic
1993,83,Mass Communication & Information Science,M,Polytechnic
1993,2038,Business & Administration,M,Polytechnic
1993,26,Legal Studies,M,Polytechnic
1993,660,Science & Related Technologies,M,Polytechnic
1993,85,Health Sciences,M,Polytechnic
1993,915,Information Technology,M,Polytechnic
1993,800,Architecture & Building,M,Polytechnic
1993,18180,Engineering Sciences,M,Polytechnic
1993,239,Services,M,Polytechnic
1993,15534,Females Total,F,Polytechnic
1993,0,Education,F,Polytechnic
1993,278,Applied Arts,F,Polytechnic
1993,0,Humanities & Social Sciences,F,Polytechnic
1993,247,Mass Communication & Information Science,F,Polytechnic
1993,6216,Business & Administration,F,Polytechnic
1993,62,Legal Studies,F,Polytechnic
1993,1220,Science & Related Technologies,F,Polytechnic
1993,715,Health Sciences,F,Polytechnic
1993,997,Information Technology,F,Polytechnic
1993,1008,Architecture & Building,F,Polytechnic
1993,4737,Engineering Sciences,F,Polytechnic
1993,54,Services,F,Polytechnic
1993,25805,Total,MF,University
1993,550,Education,MF,University
1993,0,Applied Arts,MF,University
1993,4534,Humanities & Social Sciences,MF,University
1993,97,Mass Communication,MF,University
1993,2098,Accountancy,MF,University
1993,3749,Business & Administration,MF,University
1993,763,Law,MF,University
1993,2756,"Natural, Physical & Mathematical Sciences",MF,University
1993,771,Medicine,MF,University
1993,141,Dentistry,MF,University
1993,102,Health Sciences,MF,University
1993,1489,Information Technology,MF,University
1993,1050,Architecture & Building,MF,University
1993,7705,Engineering Sciences,MF,University
1993,0,Services,MF,University
1993,38798,Total,MF,Polytechnic
1993,0,Education,MF,Polytechnic
1993,516,Applied Arts,MF,Polytechnic
1993,0,Humanities & Social Sciences,MF,Polytechnic
1993,330,Mass Communication & Information Science,MF,Polytechnic
1993,8254,Business & Administration,MF,Polytechnic
1993,88,Legal Studies,MF,Polytechnic
1993,1880,Science & Related Technologies,MF,Polytechnic
1993,800,Health Sciences,MF,Polytechnic
1993,1912,Information Technology,MF,Polytechnic
1993,1808,Architecture & Building,MF,Polytechnic
1993,22917,Engineering Sciences,MF,Polytechnic
1993,293,Services,MF,Polytechnic
1994,14325,Males Total,M,University
1994,158,Education,M,University
1994,0,Applied Arts,M,University
1994,1297,Humanities & Social Sciences,M,University
1994,55,Mass Communication,M,University
1994,820,Accountancy,M,University
1994,1312,Business & Administration,M,University
1994,334,Law,M,University
1994,1194,"Natural, Physical & Mathematical Sciences",M,University
1994,531,Medicine,M,University
1994,98,Dentistry,M,University
1994,22,Health Sciences,M,University
1994,991,Information Technology,M,University
1994,481,Architecture & Building,M,University
1994,7032,Engineering Sciences,M,University
1994,0,Services,M,University
1994,12864,Females Total,F,University
1994,561,Education,F,University
1994,0,Applied Arts,F,University
1994,3462,Humanities & Social Sciences,F,University
1994,146,Mass Communication,F,University
1994,1344,Accountancy,F,University
1994,2608,Business & Administration,F,University
1994,415,Law,F,University
1994,1682,"Natural, Physical & Mathematical Sciences",F,University
1994,221,Medicine,F,University
1994,46,Dentistry,F,University
1994,93,Health Sciences,F,University
1994,612,Information Technology,F,University
1994,546,Architecture & Building,F,University
1994,1128,Engineering Sciences,F,University
1994,0,Services,F,University
1994,24867,Males Total,M,Polytechnic
1994,0,Education,M,Polytechnic
1994,292,Applied Arts,M,Polytechnic
1994,0,Humanities & Social Sciences,M,Polytechnic
1994,117,Mass Communication & Information Science,M,Polytechnic
1994,2388,Business & Administration,M,Polytechnic
1994,37,Legal Studies,M,Polytechnic
1994,260,Science & Related Technologies,M,Polytechnic
1994,171,Health Sciences,M,Polytechnic
1994,1346,Information Technology,M,Polytechnic
1994,935,Architecture & Building,M,Polytechnic
1994,19045,Engineering Sciences,M,Polytechnic
1994,276,Services,M,Polytechnic
1994,17355,Females Total,F,Polytechnic
1994,0,Education,F,Polytechnic
1994,318,Applied Arts,F,Polytechnic
1994,0,Humanities & Social Sciences,F,Polytechnic
1994,261,Mass Communication & Information Science,F,Polytechnic
1994,6748,Business & Administration,F,Polytechnic
1994,111,Legal Studies,F,Polytechnic
1994,376,Science & Related Technologies,F,Polytechnic
1994,1207,Health Sciences,F,Polytechnic
1994,1064,Information Technology,F,Polytechnic
1994,964,Architecture & Building,F,Polytechnic
1994,6242,Engineering Sciences,F,Polytechnic
1994,64,Services,F,Polytechnic
1994,27189,Total,MF,University
1994,719,Education,MF,University
1994,0,Applied Arts,MF,University
1994,4759,Humanities & Social Sciences,MF,University
1994,201,Mass Communication,MF,University
1994,2164,Accountancy,MF,University
1994,3920,Business & Administration,MF,University
1994,749,Law,MF,University
1994,2876,"Natural, Physical & Mathematical Sciences",MF,University
1994,752,Medicine,MF,University
1994,144,Dentistry,MF,University
1994,115,Health Sciences,MF,University
1994,1603,Information Technology,MF,University
1994,1027,Architecture & Building,MF,University
1994,8160,Engineering Sciences,MF,University
1994,0,Services,MF,University
1994,42222,Total,MF,Polytechnic
1994,0,Education,MF,Polytechnic
1994,610,Applied Arts,MF,Polytechnic
1994,0,Humanities & Social Sciences,MF,Polytechnic
1994,378,Mass Communication & Information Science,MF,Polytechnic
1994,9136,Business & Administration,MF,Polytechnic
1994,148,Legal Studies,MF,Polytechnic
1994,636,Science & Related Technologies,MF,Polytechnic
1994,1378,Health Sciences,MF,Polytechnic
1994,2410,Information Technology,MF,Polytechnic
1994,1899,Architecture & Building,MF,Polytechnic
1994,25287,Engineering Sciences,MF,Polytechnic
1994,340,Services,MF,Polytechnic
1995,14711,Males Total,M,University
1995,191,Education,M,University
1995,0,Applied Arts,M,University
1995,1290,Humanities & Social Sciences,M,University
1995,75,Mass Communication,M,University
1995,806,Accountancy,M,University
1995,1354,Business & Administration,M,University
1995,333,Law,M,University
1995,1118,"Natural, Physical & Mathematical Sciences",M,University
1995,547,Medicine,M,University
1995,95,Dentistry,M,University
1995,22,Health Sciences,M,University
1995,1054,Information Technology,M,University
1995,467,Architecture & Building,M,University
1995,7359,Engineering Sciences,M,University
1995,0,Services,M,University
1995,13934,Females Total,F,University
1995,658,Education,F,University
1995,0,Applied Arts,F,University
1995,3734,Humanities & Social Sciences,F,University
1995,238,Mass Communication,F,University
1995,1426,Accountancy,F,University
1995,2680,Business & Administration,F,University
1995,387,Law,F,University
1995,1697,"Natural, Physical & Mathematical Sciences",F,University
1995,215,Medicine,F,University
1995,52,Dentistry,F,University
1995,160,Health Sciences,F,University
1995,691,Information Technology,F,University
1995,566,Architecture & Building,F,University
1995,1430,Engineering Sciences,F,University
1995,0,Services,F,University
1995,27000,Males Total,M,Polytechnic
1995,0,Education,M,Polytechnic
1995,335,Applied Arts,M,Polytechnic
1995,0,Humanities & Social Sciences,M,Polytechnic
1995,148,Mass Communication & Information Science,M,Polytechnic
1995,2648,Business & Administration,M,Polytechnic
1995,53,Legal Studies,M,Polytechnic
1995,304,Science & Related Technologies,M,Polytechnic
1995,232,Health Sciences,M,Polytechnic
1995,1812,Information Technology,M,Polytechnic
1995,1045,Architecture & Building,M,Polytechnic
1995,20113,Engineering Sciences,M,Polytechnic
1995,310,Services,M,Polytechnic
1995,19156,Females Total,F,Polytechnic
1995,0,Education,F,Polytechnic
1995,377,Applied Arts,F,Polytechnic
1995,0,Humanities & Social Sciences,F,Polytechnic
1995,280,Mass Communication & Information Science,F,Polytechnic
1995,7087,Business & Administration,F,Polytechnic
1995,176,Legal Studies,F,Polytechnic
1995,493,Science & Related Technologies,F,Polytechnic
1995,1508,Health Sciences,F,Polytechnic
1995,1293,Information Technology,F,Polytechnic
1995,904,Architecture & Building,F,Polytechnic
1995,6966,Engineering Sciences,F,Polytechnic
1995,72,Services,F,Polytechnic
1995,28645,Total,MF,University
1995,849,Education,MF,University
1995,0,Applied Arts,MF,University
1995,5024,Humanities & Social Sciences,MF,University
1995,313,Mass Communication,MF,University
1995,2232,Accountancy,MF,University
1995,4034,Business & Administration,MF,University
1995,720,Law,MF,University
1995,2815,"Natural, Physical & Mathematical Sciences",MF,University
1995,762,Medicine,MF,University
1995,147,Dentistry,MF,University
1995,182,Health Sciences,MF,University
1995,1745,Information Technology,MF,University
1995,1033,Architecture & Building,MF,University
1995,8789,Engineering Sciences,MF,University
1995,0,Services,MF,University
1995,46156,Total,MF,Polytechnic
1995,0,Education,MF,Polytechnic
1995,712,Applied Arts,MF,Polytechnic
1995,0,Humanities & Social Sciences,MF,Polytechnic
1995,428,Mass Communication & Information Science,MF,Polytechnic
1995,9735,Business & Administration,MF,Polytechnic
1995,229,Legal Studies,MF,Polytechnic
1995,797,Science & Related Technologies,MF,Polytechnic
1995,1740,Health Sciences,MF,Polytechnic
1995,3105,Information Technology,MF,Polytechnic
1995,1949,Architecture & Building,MF,Polytechnic
1995,27079,Engineering Sciences,MF,Polytechnic
1995,382,Services,MF,Polytechnic
1996,15624,Males Total,M,University
1996,200,Education,M,University
1996,0,Applied Arts,M,University
1996,1368,Humanities & Social Sciences,M,University
1996,110,Mass Communication,M,University
1996,833,Accountancy,M,University
1996,1367,Business & Administration,M,University
1996,335,Law,M,University
1996,1097,"Natural, Physical & Mathematical Sciences",M,University
1996,553,Medicine,M,University
1996,89,Dentistry,M,University
1996,29,Health Sciences,M,University
1996,1031,Information Technology,M,University
1996,453,Architecture & Building,M,University
1996,8159,Engineering Sciences,M,University
1996,0,Services,M,University
1996,14750,Females Total,F,University
1996,580,Education,F,University
1996,0,Applied Arts,F,University
1996,3831,Humanities & Social Sciences,F,University
1996,323,Mass Communication,F,University
1996,1476,Accountancy,F,University
1996,2731,Business & Administration,F,University
1996,360,Law,F,University
1996,1812,"Natural, Physical & Mathematical Sciences",F,University
1996,208,Medicine,F,University
1996,53,Dentistry,F,University
1996,164,Health Sciences,F,University
1996,712,Information Technology,F,University
1996,646,Architecture & Building,F,University
1996,1854,Engineering Sciences,F,University
1996,0,Services,F,University
1996,28412,Males Total,M,Polytechnic
1996,0,Education,M,Polytechnic
1996,504,Applied Arts,M,Polytechnic
1996,0,Humanities & Social Sciences,M,Polytechnic
1996,185,Mass Communication & Information Science,M,Polytechnic
1996,2962,Business & Administration,M,Polytechnic
1996,62,Legal Studies,M,Polytechnic
1996,337,Science & Related Technologies,M,Polytechnic
1996,276,Health Sciences,M,Polytechnic
1996,2136,Information Technology,M,Polytechnic
1996,1112,Architecture & Building,M,Polytechnic
1996,20630,Engineering Sciences,M,Polytechnic
1996,208,Services,M,Polytechnic
1996,20702,Females Total,F,Polytechnic
1996,0,Education,F,Polytechnic
1996,501,Applied Arts,F,Polytechnic
1996,0,Humanities & Social Sciences,F,Polytechnic
1996,324,Mass Communication & Information Science,F,Polytechnic
1996,7755,Business & Administration,F,Polytechnic
1996,182,Legal Studies,F,Polytechnic
1996,652,Science & Related Technologies,F,Polytechnic
1996,1632,Health Sciences,F,Polytechnic
1996,1433,Information Technology,F,Polytechnic
1996,935,Architecture & Building,F,Polytechnic
1996,7201,Engineering Sciences,F,Polytechnic
1996,87,Services,F,Polytechnic
1996,30374,Total,MF,University
1996,780,Education,MF,University
1996,0,Applied Arts,MF,University
1996,5199,Humanities & Social Sciences,MF,University
1996,433,Mass Communication,MF,University
1996,2309,Accountancy,MF,University
1996,4098,Business & Administration,MF,University
1996,695,Law,MF,University
1996,2909,"Natural, Physical & Mathematical Sciences",MF,University
1996,761,Medicine,MF,University
1996,142,Dentistry,MF,University
1996,193,Health Sciences,MF,University
1996,1743,Information Technology,MF,University
1996,1099,Architecture & Building,MF,University
1996,10013,Engineering Sciences,MF,University
1996,0,Services,MF,University
1996,49114,Total,MF,Polytechnic
1996,0,Education,MF,Polytechnic
1996,1005,Applied Arts,MF,Polytechnic
1996,0,Humanities & Social Sciences,MF,Polytechnic
1996,509,Mass Communication & Information Science,MF,Polytechnic
1996,10717,Business & Administration,MF,Polytechnic
1996,244,Legal Studies,MF,Polytechnic
1996,989,Science & Related Technologies,MF,Polytechnic
1996,1908,Health Sciences,MF,Polytechnic
1996,3569,Information Technology,MF,Polytechnic
1996,2047,Architecture & Building,MF,Polytechnic
1996,27831,Engineering Sciences,MF,Polytechnic
1996,295,Services,MF,Polytechnic
1997,16251,Males Total,M,University
1997,206,Education,M,University
1997,0,Applied Arts,M,University
1997,1388,Humanities & Social Sciences,M,University
1997,122,Mass Communication,M,University
1997,853,Accountancy,M,University
1997,1249,Business & Administration,M,University
1997,297,Law,M,University
1997,1071,"Natural, Physical & Mathematical Sciences",M,University
1997,564,Medicine,M,University
1997,84,Dentistry,M,University
1997,37,Health Sciences,M,University
1997,958,Information Technology,M,University
1997,426,Architecture & Building,M,University
1997,8996,Engineering Sciences,M,University
1997,0,Services,M,University
1997,15477,Females Total,F,University
1997,503,Education,F,University
1997,0,Applied Arts,F,University
1997,3947,Humanities & Social Sciences,F,University
1997,330,Mass Communication,F,University
1997,1517,Accountancy,F,University
1997,2770,Business & Administration,F,University
1997,355,Law,F,University
1997,1885,"Natural, Physical & Mathematical Sciences",F,University
1997,225,Medicine,F,University
1997,58,Dentistry,F,University
1997,171,Health Sciences,F,University
1997,683,Information Technology,F,University
1997,669,Architecture & Building,F,University
1997,2364,Engineering Sciences,F,University
1997,0,Services,F,University
1997,29681,Males Total,M,Polytechnic
1997,0,Education,M,Polytechnic
1997,507,Applied Arts,M,Polytechnic
1997,0,Humanities & Social Sciences,M,Polytechnic
1997,181,Mass Communication & Information Science,M,Polytechnic
1997,2907,Business & Administration,M,Polytechnic
1997,84,Legal Studies,M,Polytechnic
1997,366,Science & Related Technologies,M,Polytechnic
1997,300,Health Sciences,M,Polytechnic
1997,2534,Information Technology,M,Polytechnic
1997,1085,Architecture & Building,M,Polytechnic
1997,21400,Engineering Sciences,M,Polytechnic
1997,317,Services,M,Polytechnic
1997,21954,Females Total,F,Polytechnic
1997,0,Education,F,Polytechnic
1997,602,Applied Arts,F,Polytechnic
1997,0,Humanities & Social Sciences,F,Polytechnic
1997,419,Mass Communication & Information Science,F,Polytechnic
1997,7740,Business & Administration,F,Polytechnic
1997,203,Legal Studies,F,Polytechnic
1997,793,Science & Related Technologies,F,Polytechnic
1997,1661,Health Sciences,F,Polytechnic
1997,1675,Information Technology,F,Polytechnic
1997,926,Architecture & Building,F,Polytechnic
1997,7840,Engineering Sciences,F,Polytechnic
1997,95,Services,F,Polytechnic
1997,31728,Total,MF,University
1997,709,Education,MF,University
1997,0,Applied Arts,MF,University
1997,5335,Humanities & Social Sciences,MF,University
1997,452,Mass Communication,MF,University
1997,2370,Accountancy,MF,University
1997,4019,Business & Administration,MF,University
1997,652,Law,MF,University
1997,2956,"Natural, Physical & Mathematical Sciences",MF,University
1997,789,Medicine,MF,University
1997,142,Dentistry,MF,University
1997,208,Health Sciences,MF,University
1997,1641,Information Technology,MF,University
1997,1095,Architecture & Building,MF,University
1997,11360,Engineering Sciences,MF,University
1997,0,Services,MF,University
1997,51635,Total,MF,Polytechnic
1997,0,Education,MF,Polytechnic
1997,1109,Applied Arts,MF,Polytechnic
1997,0,Humanities & Social Sciences,MF,Polytechnic
1997,600,Mass Communication & Information Science,MF,Polytechnic
1997,10647,Business & Administration,MF,Polytechnic
1997,287,Legal Studies,MF,Polytechnic
1997,1159,Science & Related Technologies,MF,Polytechnic
1997,1961,Health Sciences,MF,Polytechnic
1997,4209,Information Technology,MF,Polytechnic
1997,2011,Architecture & Building,MF,Polytechnic
1997,29240,Engineering Sciences,MF,Polytechnic
1997,412,Services,MF,Polytechnic
1998,17186,Males Total,M,University
1998,181,Education,M,University
1998,0,Applied Arts,M,University
1998,1393,Humanities & Social Sciences,M,University
1998,125,Mass Communication,M,University
1998,839,Accountancy,M,University
1998,1165,Business & Administration,M,University
1998,300,Law,M,University
1998,1034,"Natural, Physical & Mathematical Sciences",M,University
1998,584,Medicine,M,University
1998,81,Dentistry,M,University
1998,54,Health Sciences,M,University
1998,960,Information Technology,M,University
1998,431,Architecture & Building,M,University
1998,10039,Engineering Sciences,M,University
1998,0,Services,M,University
1998,15907,Females Total,F,University
1998,449,Education,F,University
1998,0,Applied Arts,F,University
1998,3961,Humanities & Social Sciences,F,University
1998,349,Mass Communication,F,University
1998,1512,Accountancy,F,University
1998,2669,Business & Administration,F,University
1998,329,Law,F,University
1998,1918,"Natural, Physical & Mathematical Sciences",F,University
1998,250,Medicine,F,University
1998,57,Dentistry,F,University
1998,177,Health Sciences,F,University
1998,555,Information Technology,F,University
1998,746,Architecture & Building,F,University
1998,2935,Engineering Sciences,F,University
1998,0,Services,F,University
1998,30035,Males Total,M,Polytechnic
1998,0,Education,M,Polytechnic
1998,645,Applied Arts,M,Polytechnic
1998,0,Humanities & Social Sciences,M,Polytechnic
1998,178,Mass Communication & Information Science,M,Polytechnic
1998,2920,Business & Administration,M,Polytechnic
1998,88,Legal Studies,M,Polytechnic
1998,397,Science & Related Technologies,M,Polytechnic
1998,331,Health Sciences,M,Polytechnic
1998,3252,Information Technology,M,Polytechnic
1998,952,Architecture & Building,M,Polytechnic
1998,20947,Engineering Sciences,M,Polytechnic
1998,325,Services,M,Polytechnic
1998,23142,Females Total,F,Polytechnic
1998,0,Education,F,Polytechnic
1998,733,Applied Arts,F,Polytechnic
1998,0,Humanities & Social Sciences,F,Polytechnic
1998,477,Mass Communication & Information Science,F,Polytechnic
1998,7811,Business & Administration,F,Polytechnic
1998,218,Legal Studies,F,Polytechnic
1998,927,Science & Related Technologies,F,Polytechnic
1998,1762,Health Sciences,F,Polytechnic
1998,2011,Information Technology,F,Polytechnic
1998,907,Architecture & Building,F,Polytechnic
1998,8192,Engineering Sciences,F,Polytechnic
1998,104,Services,F,Polytechnic
1998,33093,Total,MF,University
1998,630,Education,MF,University
1998,0,Applied Arts,MF,University
1998,5354,Humanities & Social Sciences,MF,University
1998,474,Mass Communication,MF,University
1998,2351,Accountancy,MF,University
1998,3834,Business & Administration,MF,University
1998,629,Law,MF,University
1998,2952,"Natural, Physical & Mathematical Sciences",MF,University
1998,834,Medicine,MF,University
1998,138,Dentistry,MF,University
1998,231,Health Sciences,MF,University
1998,1515,Information Technology,MF,University
1998,1177,Architecture & Building,MF,University
1998,12974,Engineering Sciences,MF,University
1998,0,Services,MF,University
1998,53177,Total,MF,Polytechnic
1998,0,Education,MF,Polytechnic
1998,1378,Applied Arts,MF,Polytechnic
1998,0,Humanities & Social Sciences,MF,Polytechnic
1998,655,Mass Communication & Information Science,MF,Polytechnic
1998,10731,Business & Administration,MF,Polytechnic
1998,306,Legal Studies,MF,Polytechnic
1998,1324,Science & Related Technologies,MF,Polytechnic
1998,2093,Health Sciences,MF,Polytechnic
1998,5263,Information Technology,MF,Polytechnic
1998,1859,Architecture & Building,MF,Polytechnic
1998,29139,Engineering Sciences,MF,Polytechnic
1998,429,Services,MF,Polytechnic
1999,18319,Males Total,M,University
1999,195,Education,M,University
1999,14,Applied Arts,M,University
1999,1463,Humanities & Social Sciences,M,University
1999,141,Mass Communication,M,University
1999,760,Accountancy,M,University
1999,1136,Business & Administration,M,University
1999,269,Law,M,University
1999,1048,"Natural, Physical & Mathematical Sciences",M,University
1999,604,Medicine,M,University
1999,83,Dentistry,M,University
1999,66,Health Sciences,M,University
1999,1062,Information Technology,M,University
1999,504,Architecture & Building,M,University
1999,10974,Engineering Sciences,M,University
1999,0,Services,M,University
1999,16783,Females Total,F,University
1999,465,Education,F,University
1999,11,Applied Arts,F,University
1999,3989,Humanities & Social Sciences,F,University
1999,339,Mass Communication,F,University
1999,1548,Accountancy,F,University
1999,2563,Business & Administration,F,University
1999,334,Law,F,University
1999,2071,"Natural, Physical & Mathematical Sciences",F,University
1999,284,Medicine,F,University
1999,53,Dentistry,F,University
1999,183,Health Sciences,F,University
1999,603,Information Technology,F,University
1999,815,Architecture & Building,F,University
1999,3525,Engineering Sciences,F,University
1999,0,Services,F,University
1999,30725,Males Total,M,Polytechnic
1999,4,Education,M,Polytechnic
1999,769,Applied Arts,M,Polytechnic
1999,0,Humanities & Social Sciences,M,Polytechnic
1999,165,Mass Communication & Information Science,M,Polytechnic
1999,2947,Business & Administration,M,Polytechnic
1999,98,Legal Studies,M,Polytechnic
1999,409,Science & Related Technologies,M,Polytechnic
1999,360,Health Sciences,M,Polytechnic
1999,3974,Information Technology,M,Polytechnic
1999,892,Architecture & Building,M,Polytechnic
1999,20677,Engineering Sciences,M,Polytechnic
1999,430,Services,M,Polytechnic
1999,24209,Females Total,F,Polytechnic
1999,82,Education,F,Polytechnic
1999,818,Applied Arts,F,Polytechnic
