index,Institute,Enrollment,Year,Sex,Institute_Type
765,SIT,0,2006,M,University
766,SIT,0,2007,M,University
767,SIT,0,2008,M,University
768,SIT,0,2009,M,University
769,SIT,248,2010,M,University
770,SIT,684,2011,M,University
771,SIT,1341,2012,M,University
772,SIT,1734,2013,M,University
773,SIT,2075,2014,M,University
774,SIT,2346,2015,M,University
775,SIT,2924,2016,M,University
776,SIT,3512,2017,M,University
777,SIT,4046,2018,M,University
778,SMU,0,1982,F,University
779,SMU,0,1983,F,University
780,SMU,0,1984,F,University
781,SMU,0,1985,F,University
782,SMU,0,1986,F,University
783,SMU,0,1987,F,University
784,SMU,0,1988,F,University
785,SMU,0,1989,F,University
786,SMU,0,1990,F,University
787,SMU,0,1991,F,University
788,SMU,0,1992,F,University
789,SMU,0,1993,F,University
790,SMU,0,1994,F,University
791,SMU,0,1995,F,University
792,SMU,0,1996,F,University
793,SMU,0,1997,F,University
794,SMU,0,1998,F,University
795,SMU,0,1999,F,University
796,SMU,212,2000,F,University
797,SMU,579,2001,F,University
798,SMU,974,2002,F,University
799,SMU,1469,2003,F,University
800,SMU,1991,2004,F,University
801,SMU,2239,2005,F,University
802,SMU,2429,2006,F,University
803,SMU,2758,2007,F,University
804,SMU,2993,2008,F,University
805,SMU,3295,2009,F,University
806,SMU,3525,2010,F,University
807,SMU,3523,2011,F,University
808,SMU,3684,2012,F,University
809,SMU,3789,2013,F,University
810,SMU,3883,2014,F,University
811,SMU,4062,2015,F,University
812,SMU,4047,2016,F,University
813,SMU,4193,2017,F,University
814,SMU,4486,2018,F,University
815,SMU,0,1982,MF,University
816,SMU,0,1983,MF,University
817,SMU,0,1984,MF,University
818,SMU,0,1985,MF,University
819,SMU,0,1986,MF,University
820,SMU,0,1987,MF,University
821,SMU,0,1988,MF,University
822,SMU,0,1989,MF,University
823,SMU,0,1990,MF,University
824,SMU,0,1991,MF,University
825,SMU,0,1992,MF,University
826,SMU,0,1993,MF,University
827,SMU,0,1994,MF,University
828,SMU,0,1995,MF,University
829,SMU,0,1996,MF,University
830,SMU,0,1997,MF,University
831,SMU,0,1998,MF,University
832,SMU,0,1999,MF,University
833,SMU,305,2000,MF,University
834,SMU,803,2001,MF,University
835,SMU,1389,2002,MF,University
836,SMU,2182,2003,MF,University
837,SMU,3010,2004,MF,University
838,SMU,3781,2005,MF,University
839,SMU,4259,2006,MF,University
840,SMU,5178,2007,MF,University
841,SMU,5721,2008,MF,University
842,SMU,6331,2009,MF,University
843,SMU,6721,2010,MF,University
844,SMU,6853,2011,MF,University
845,SMU,7108,2012,MF,University
846,SMU,7297,2013,MF,University
847,SMU,7515,2014,MF,University
848,SMU,7740,2015,MF,University
849,SMU,7827,2016,MF,University
850,SMU,7979,2017,MF,University
851,SMU,8182,2018,MF,University
852,SMU,0,1982,M,University
853,SMU,0,1983,M,University
854,SMU,0,1984,M,University
855,SMU,0,1985,M,University
856,SMU,0,1986,M,University
857,SMU,0,1987,M,University
858,SMU,0,1988,M,University
859,SMU,0,1989,M,University
860,SMU,0,1990,M,University
861,SMU,0,1991,M,University
862,SMU,0,1992,M,University
863,SMU,0,1993,M,University
864,SMU,0,1994,M,University
865,SMU,0,1995,M,University
866,SMU,0,1996,M,University
867,SMU,0,1997,M,University
868,SMU,0,1998,M,University
869,SMU,0,1999,M,University
870,SMU,93,2000,M,University
871,SMU,224,2001,M,University
872,SMU,415,2002,M,University
873,SMU,713,2003,M,University
874,SMU,1019,2004,M,University
875,SMU,1542,2005,M,University
876,SMU,1830,2006,M,University
877,SMU,2420,2007,M,University
878,SMU,2728,2008,M,University
879,SMU,3036,2009,M,University
880,SMU,3196,2010,M,University
881,SMU,3330,2011,M,University
882,SMU,3424,2012,M,University
883,SMU,3508,2013,M,University
884,SMU,3632,2014,M,University
885,SMU,3678,2015,M,University
886,SMU,3780,2016,M,University
887,SMU,3786,2017,M,University
888,SMU,3696,2018,M,University
889,SUSS,0,1982,F,University
890,SUSS,0,1983,F,University
891,SUSS,0,1984,F,University
892,SUSS,0,1985,F,University
893,SUSS,0,1986,F,University
894,SUSS,0,1987,F,University
895,SUSS,0,1988,F,University
896,SUSS,0,1989,F,University
897,SUSS,0,1990,F,University
898,SUSS,0,1991,F,University
899,SUSS,0,1992,F,University
900,SUSS,0,1993,F,University
901,SUSS,0,1994,F,University
902,SUSS,0,1995,F,University
903,SUSS,0,1996,F,University
904,SUSS,0,1997,F,University
905,SUSS,0,1998,F,University
906,SUSS,0,1999,F,University
907,SUSS,0,2000,F,University
908,SUSS,0,2001,F,University
909,SUSS,0,2002,F,University
910,SUSS,0,2003,F,University
911,SUSS,0,2004,F,University
912,SUSS,0,2005,F,University
913,SUSS,0,2006,F,University
914,SUSS,0,2007,F,University
915,SUSS,0,2008,F,University
916,SUSS,0,2009,F,University
917,SUSS,0,2010,F,University
918,SUSS,0,2011,F,University
919,SUSS,0,2012,F,University
920,SUSS,0,2013,F,University
921,SUSS,145,2014,F,University
922,SUSS,330,2015,F,University
923,SUSS,609,2016,F,University
924,SUSS,1011,2017,F,University
925,SUSS,1399,2018,F,University
926,SUSS,0,1982,MF,University
927,SUSS,0,1983,MF,University
928,SUSS,0,1984,MF,University
929,SUSS,0,1985,MF,University
930,SUSS,0,1986,MF,University
931,SUSS,0,1987,MF,University
932,SUSS,0,1988,MF,University
933,SUSS,0,1989,MF,University
934,SUSS,0,1990,MF,University
935,SUSS,0,1991,MF,University
936,SUSS,0,1992,MF,University
937,SUSS,0,1993,MF,University
938,SUSS,0,1994,MF,University
939,SUSS,0,1995,MF,University
940,SUSS,0,1996,MF,University
941,SUSS,0,1997,MF,University
942,SUSS,0,1998,MF,University
943,SUSS,0,1999,MF,University
944,SUSS,0,2000,MF,University
945,SUSS,0,2001,MF,University
946,SUSS,0,2002,MF,University
947,SUSS,0,2003,MF,University
948,SUSS,0,2004,MF,University
949,SUSS,0,2005,MF,University
950,SUSS,0,2006,MF,University
951,SUSS,0,2007,MF,University
952,SUSS,0,2008,MF,University
953,SUSS,0,2009,MF,University
954,SUSS,0,2010,MF,University
955,SUSS,0,2011,MF,University
956,SUSS,0,2012,MF,University
957,SUSS,0,2013,MF,University
958,SUSS,217,2014,MF,University
959,SUSS,489,2015,MF,University
960,SUSS,896,2016,MF,University
961,SUSS,1451,2017,MF,University
962,SUSS,2049,2018,MF,University
963,SUSS,0,1982,M,University
964,SUSS,0,1983,M,University
965,SUSS,0,1984,M,University
966,SUSS,0,1985,M,University
967,SUSS,0,1986,M,University
968,SUSS,0,1987,M,University
969,SUSS,0,1988,M,University
970,SUSS,0,1989,M,University
971,SUSS,0,1990,M,University
972,SUSS,0,1991,M,University
973,SUSS,0,1992,M,University
974,SUSS,0,1993,M,University
975,SUSS,0,1994,M,University
976,SUSS,0,1995,M,University
977,SUSS,0,1996,M,University
978,SUSS,0,1997,M,University
979,SUSS,0,1998,M,University
980,SUSS,0,1999,M,University
981,SUSS,0,2000,M,University
982,SUSS,0,2001,M,University
983,SUSS,0,2002,M,University
984,SUSS,0,2003,M,University
985,SUSS,0,2004,M,University
986,SUSS,0,2005,M,University
987,SUSS,0,2006,M,University
988,SUSS,0,2007,M,University
989,SUSS,0,2008,M,University
990,SUSS,0,2009,M,University
991,SUSS,0,2010,M,University
992,SUSS,0,2011,M,University
993,SUSS,0,2012,M,University
994,SUSS,0,2013,M,University
995,SUSS,72,2014,M,University
996,SUSS,159,2015,M,University
997,SUSS,287,2016,M,University
998,SUSS,440,2017,M,University
999,SUSS,650,2018,M,University
1000,SUTD,0,1982,F,University
1001,SUTD,0,1983,F,University
1002,SUTD,0,1984,F,University
1003,SUTD,0,1985,F,University
1004,SUTD,0,1986,F,University
1005,SUTD,0,1987,F,University
1006,SUTD,0,1988,F,University
1007,SUTD,0,1989,F,University
1008,SUTD,0,1990,F,University
1009,SUTD,0,1991,F,University
1010,SUTD,0,1992,F,University
1011,SUTD,0,1993,F,University
1012,SUTD,0,1994,F,University
1013,SUTD,0,1995,F,University
1014,SUTD,0,1996,F,University
1015,SUTD,0,1997,F,University
1016,SUTD,0,1998,F,University
1017,SUTD,0,1999,F,University
1018,SUTD,0,2000,F,University
1019,SUTD,0,2001,F,University
1020,SUTD,0,2002,F,University
1021,SUTD,0,2003,F,University
1022,SUTD,0,2004,F,University
1023,SUTD,0,2005,F,University
1024,SUTD,0,2006,F,University
1025,SUTD,0,2007,F,University
1026,SUTD,0,2008,F,University
1027,SUTD,0,2009,F,University
1028,SUTD,0,2010,F,University
1029,SUTD,0,2011,F,University
1030,SUTD,149,2012,F,University
1031,SUTD,249,2013,F,University
1032,SUTD,363,2014,F,University
1033,SUTD,522,2015,F,University
1034,SUTD,551,2016,F,University
1035,SUTD,603,2017,F,University
1036,SUTD,626,2018,F,University
1037,SUTD,0,1982,MF,University
1038,SUTD,0,1983,MF,University
1039,SUTD,0,1984,MF,University
1040,SUTD,0,1985,MF,University
1041,SUTD,0,1986,MF,University
1042,SUTD,0,1987,MF,University
1043,SUTD,0,1988,MF,University
1044,SUTD,0,1989,MF,University
1045,SUTD,0,1990,MF,University
1046,SUTD,0,1991,MF,University
1047,SUTD,0,1992,MF,University
1048,SUTD,0,1993,MF,University
1049,SUTD,0,1994,MF,University
1050,SUTD,0,1995,MF,University
1051,SUTD,0,1996,MF,University
1052,SUTD,0,1997,MF,University
1053,SUTD,0,1998,MF,University
1054,SUTD,0,1999,MF,University
1055,SUTD,0,2000,MF,University
1056,SUTD,0,2001,MF,University
1057,SUTD,0,2002,MF,University
1058,SUTD,0,2003,MF,University
1059,SUTD,0,2004,MF,University
1060,SUTD,0,2005,MF,University
1061,SUTD,0,2006,MF,University
1062,SUTD,0,2007,MF,University
1063,SUTD,0,2008,MF,University
1064,SUTD,0,2009,MF,University
1065,SUTD,0,2010,MF,University
1066,SUTD,0,2011,MF,University
1067,SUTD,327,2012,MF,University
1068,SUTD,583,2013,MF,University
1069,SUTD,886,2014,MF,University
1070,SUTD,1235,2015,MF,University
1071,SUTD,1381,2016,MF,University
1072,SUTD,1545,2017,MF,University
1073,SUTD,1658,2018,MF,University
1074,SUTD,0,1982,M,University
1075,SUTD,0,1983,M,University
1076,SUTD,0,1984,M,University
1077,SUTD,0,1985,M,University
1078,SUTD,0,1986,M,University
1079,SUTD,0,1987,M,University
1080,SUTD,0,1988,M,University
1081,SUTD,0,1989,M,University
1082,SUTD,0,1990,M,University
1083,SUTD,0,1991,M,University
1084,SUTD,0,1992,M,University
1085,SUTD,0,1993,M,University
1086,SUTD,0,1994,M,University
1087,SUTD,0,1995,M,University
1088,SUTD,0,1996,M,University
1089,SUTD,0,1997,M,University
1090,SUTD,0,1998,M,University
1091,SUTD,0,1999,M,University
1092,SUTD,0,2000,M,University
1093,SUTD,0,2001,M,University
1094,SUTD,0,2002,M,University
1095,SUTD,0,2003,M,University
1096,SUTD,0,2004,M,University
1097,SUTD,0,2005,M,University
1098,SUTD,0,2006,M,University
1099,SUTD,0,2007,M,University
1100,SUTD,0,2008,M,University
1101,SUTD,0,2009,M,University
1102,SUTD,0,2010,M,University
1103,SUTD,0,2011,M,University
1104,SUTD,178,2012,M,University
1105,SUTD,334,2013,M,University
1106,SUTD,523,2014,M,University
1107,SUTD,713,2015,M,University
1108,SUTD,830,2016,M,University
1109,SUTD,942,2017,M,University
1110,SUTD,1032,2018,M,University
1111,Temasek Polytechnic,0,1982,F,Polytechnic
1112,Temasek Polytechnic,0,1983,F,Polytechnic
1113,Temasek Polytechnic,0,1984,F,Polytechnic
1114,Temasek Polytechnic,0,1985,F,Polytechnic
1115,Temasek Polytechnic,0,1986,F,Polytechnic
1116,Temasek Polytechnic,0,1987,F,Polytechnic
1117,Temasek Polytechnic,0,1988,F,Polytechnic
1118,Temasek Polytechnic,0,1989,F,Polytechnic
1119,Temasek Polytechnic,552,1990,F,Polytechnic
1120,Temasek Polytechnic,1006,1991,F,Polytechnic
1121,Temasek Polytechnic,1490,1992,F,Polytechnic
1122,Temasek Polytechnic,1826,1993,F,Polytechnic
1123,Temasek Polytechnic,2156,1994,F,Polytechnic
1124,Temasek Polytechnic,3026,1995,F,Polytechnic
1125,Temasek Polytechnic,4076,1996,F,Polytechnic
1126,Temasek Polytechnic,5157,1997,F,Polytechnic
1127,Temasek Polytechnic,5942,1998,F,Polytechnic
1128,Temasek Polytechnic,6300,1999,F,Polytechnic
1129,Temasek Polytechnic,6446,2000,F,Polytechnic
1130,Temasek Polytechnic,6501,2001,F,Polytechnic
1131,Temasek Polytechnic,6579,2002,F,Polytechnic
1132,Temasek Polytechnic,6462,2003,F,Polytechnic
1133,Temasek Polytechnic,6302,2004,F,Polytechnic
1134,Temasek Polytechnic,6776,2005,F,Polytechnic
1135,Temasek Polytechnic,7236,2006,F,Polytechnic
1136,Temasek Polytechnic,7541,2007,F,Polytechnic
1137,Temasek Polytechnic,7587,2008,F,Polytechnic
1138,Temasek Polytechnic,7676,2009,F,Polytechnic
1139,Temasek Polytechnic,7804,2010,F,Polytechnic
1140,Temasek Polytechnic,7894,2011,F,Polytechnic
1141,Temasek Polytechnic,7855,2012,F,Polytechnic
1142,Temasek Polytechnic,7934,2013,F,Polytechnic
1143,Temasek Polytechnic,7900,2014,F,Polytechnic
1144,Temasek Polytechnic,7585,2015,F,Polytechnic
1145,Temasek Polytechnic,7115,2016,F,Polytechnic
1146,Temasek Polytechnic,6802,2017,F,Polytechnic
1147,Temasek Polytechnic,6688,2018,F,Polytechnic
1148,Temasek Polytechnic,0,1982,MF,Polytechnic
1149,Temasek Polytechnic,0,1983,MF,Polytechnic
1150,Temasek Polytechnic,0,1984,MF,Polytechnic
1151,Temasek Polytechnic,0,1985,MF,Polytechnic
1152,Temasek Polytechnic,0,1986,MF,Polytechnic
1153,Temasek Polytechnic,0,1987,MF,Polytechnic
1154,Temasek Polytechnic,0,1988,MF,Polytechnic
1155,Temasek Polytechnic,0,1989,MF,Polytechnic
1156,Temasek Polytechnic,735,1990,MF,Polytechnic
1157,Temasek Polytechnic,1472,1991,MF,Polytechnic
1158,Temasek Polytechnic,2268,1992,MF,Polytechnic
1159,Temasek Polytechnic,3107,1993,MF,Polytechnic
1160,Temasek Polytechnic,3854,1994,MF,Polytechnic
1161,Temasek Polytechnic,5443,1995,MF,Polytechnic
1162,Temasek Polytechnic,7681,1996,MF,Polytechnic
1163,Temasek Polytechnic,9806,1997,MF,Polytechnic
1164,Temasek Polytechnic,11462,1998,MF,Polytechnic
1165,Temasek Polytechnic,12230,1999,MF,Polytechnic
1166,Temasek Polytechnic,12733,2000,MF,Polytechnic
1167,Temasek Polytechnic,13143,2001,MF,Polytechnic
1168,Temasek Polytechnic,13324,2002,MF,Polytechnic
1169,Temasek Polytechnic,13117,2003,MF,Polytechnic
1170,Temasek Polytechnic,12782,2004,MF,Polytechnic
1171,Temasek Polytechnic,13582,2005,MF,Polytechnic
1172,Temasek Polytechnic,14568,2006,MF,Polytechnic
1173,Temasek Polytechnic,15243,2007,MF,Polytechnic
1174,Temasek Polytechnic,15615,2008,MF,Polytechnic
1175,Temasek Polytechnic,15791,2009,MF,Polytechnic
1176,Temasek Polytechnic,15933,2010,MF,Polytechnic
1177,Temasek Polytechnic,16020,2011,MF,Polytechnic
1178,Temasek Polytechnic,16005,2012,MF,Polytechnic
1179,Temasek Polytechnic,16250,2013,MF,Polytechnic
1180,Temasek Polytechnic,16138,2014,MF,Polytechnic
1181,Temasek Polytechnic,15425,2015,MF,Polytechnic
1182,Temasek Polytechnic,14662,2016,MF,Polytechnic
1183,Temasek Polytechnic,14239,2017,MF,Polytechnic
1184,Temasek Polytechnic,14248,2018,MF,Polytechnic
1185,Temasek Polytechnic,0,1982,M,Polytechnic
1186,Temasek Polytechnic,0,1983,M,Polytechnic
1187,Temasek Polytechnic,0,1984,M,Polytechnic
1188,Temasek Polytechnic,0,1985,M,Polytechnic
1189,Temasek Polytechnic,0,1986,M,Polytechnic
1190,Temasek Polytechnic,0,1987,M,Polytechnic
1191,Temasek Polytechnic,0,1988,M,Polytechnic
1192,Temasek Polytechnic,0,1989,M,Polytechnic
1193,Temasek Polytechnic,183,1990,M,Polytechnic
1194,Temasek Polytechnic,466,1991,M,Polytechnic
1195,Temasek Polytechnic,778,1992,M,Polytechnic
1196,Temasek Polytechnic,1281,1993,M,Polytechnic
1197,Temasek Polytechnic,1698,1994,M,Polytechnic
1198,Temasek Polytechnic,2417,1995,M,Polytechnic
1199,Temasek Polytechnic,3605,1996,M,Polytechnic
1200,Temasek Polytechnic,4649,1997,M,Polytechnic
1201,Temasek Polytechnic,5520,1998,M,Polytechnic
1202,Temasek Polytechnic,5930,1999,M,Polytechnic
1203,Temasek Polytechnic,6287,2000,M,Polytechnic
1204,Temasek Polytechnic,6642,2001,M,Polytechnic
1205,Temasek Polytechnic,6745,2002,M,Polytechnic
1206,Temasek Polytechnic,6655,2003,M,Polytechnic
1207,Temasek Polytechnic,6480,2004,M,Polytechnic
1208,Temasek Polytechnic,6806,2005,M,Polytechnic
1209,Temasek Polytechnic,7332,2006,M,Polytechnic
1210,Temasek Polytechnic,7702,2007,M,Polytechnic
1211,Temasek Polytechnic,8028,2008,M,Polytechnic
1212,Temasek Polytechnic,8115,2009,M,Polytechnic
1213,Temasek Polytechnic,8129,2010,M,Polytechnic
1214,Temasek Polytechnic,8126,2011,M,Polytechnic
1215,Temasek Polytechnic,8150,2012,M,Polytechnic
1216,Temasek Polytechnic,8316,2013,M,Polytechnic
1217,Temasek Polytechnic,8238,2014,M,Polytechnic
1218,Temasek Polytechnic,7840,2015,M,Polytechnic
1219,Temasek Polytechnic,7547,2016,M,Polytechnic
1220,Temasek Polytechnic,7437,2017,M,Polytechnic
1221,Temasek Polytechnic,7560,2018,M,Polytechnic
